id,estado_contacto,corridor,micro_zone,city,priority,score_operativo,name,sector,segmento_comercial,phone,phone_quality,telefono_principal_tel,tel_links,ask_for,need_probable,offer,hook,accion_sugerida,dato_pendiente,google_maps,source,source_url,evidencia,calidad_dato,origen_registro,resultado,fecha_visita,proximo_paso,notas_campo,servicios_presol_a_ofrecer,rubro_foco_enriquecimiento,ciudad_foco_solicitada,prioridad_visita_sugerida,observacion_servicio_nuevo
PRESOL-079,Pendiente,Río Cuarto / RN36 sur,Berrotarán,Berrotarán,B,75,Doble A Servicios Metalúrgicos,Zinguería / estructuras metálicas,Metalmecánica / despacho,358 4185826,OK,tel:+543584185826,tel:+543584185826,despacho / producción,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Visitar y detectar obras/instalaciones próximas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.452000,-64.388000",Facebook Doble A Servicios Metalúrgicos,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,
PRESOL-089,Pendiente,Río Cuarto / RN36 sur,Berrotarán,Berrotarán,C,30,Canteras/corralones locales,Áridos / materiales,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.",Relevamiento presencial: la web no muestra nombres confiables.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.452000,-64.384000",Relevamiento recomendado,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Baja / visitar solo por cercanía,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-080,Pendiente,Río Cuarto / RN36 sur,Chucul,Chucul,B,75,Cotagro — Sucursal Chucul,Acopio agropecuario,Agro / acopio / planta,0358 4912008 / 0358 4933333,OK,tel:+543584912008,tel:+543584912008 | tel:+543584933333,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Punto de paso; no dedicar medio día.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.016000,-64.208000",Maptons / Cotagro,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-065,Pendiente,Río Cuarto / RN36 sur,Elena,Elena,A,100,CAGLE — Cooperativa Agrícola de Elena,Acopio / agro / estación de servicios,Agro / acopio / planta,3584 881118,OK,tel:+543584881118,tel:+543584881118,operaciones / entregas,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Obras recientes + nueva planta futura: transporte de equipos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.569649,-64.392432",cagle.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Muy alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-081,Pendiente,Río Cuarto / RN36 sur,Elena,Elena,B,75,Gliestore S.A.,Soja / alimentos / exportación,Industria / mantenimiento,0358 4641548 / 9358 4024598,OK,tel:+543584641548,tel:+543584641548 | tel:+5493584024598,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Empresa exportadora; preguntar por logística de equipos y planta.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.571800,-64.390000",Exportadores de Córdoba,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,planta agroindustrial,,Alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-082,Pendiente,Río Cuarto / RN36 sur,Las Higueras,Las Higueras,B,50,Parque Industrial y Logístico Las Higueras,Radicaciones / logística,Puerta institucional,A relevar vía municipio/parque,A relevar,,,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Pedir listado de empresas radicadas y obras en apertura de calles.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.093000,-64.288000",argentina.gob.ar / La Voz,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Media,
PRESOL-066,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,AFEMA S.A.,Constructora vial,Obra / constructora,0351 7371862,OK,tel:+543517371862,tel:+543517371862,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Obras viales activas; pedir jefe de obra/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.105000,-64.335000",Facebook AFEMA,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-067,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,75,BIDESA Obras Viales y Civiles,Obra vial / UTE,Obra / constructora,A relevar en obrador,A relevar,,,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,"Si está en obra, entrar por obrador; teléfono no público.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.108000,-64.327000",Construar / Boletín Oficial,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-068,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Canteras Bringas,Áridos / hormigón / obra pública,Hormigón / áridos / premoldeados,0358 154906010,OK,tel:+5493584906010,tel:+5493584906010,jefe de obra / logística,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.",Pegada a Circunvalación: muy caliente para obra vial.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.145000,-64.425000",gurugo.com.ar / canterasbringas.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-069,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,CasaContainer Río Cuarto,Módulos / containers,Módulos / containers,0358 4310288,OK,tel:+543584310288,tel:+543584310288,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Ellos venden “te lo llevamos”; PRESOL puede ser proveedor logístico.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.118737,-64.382102",Facebook CasaContainer,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-070,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Construcciones Metálicas El Colono S.A.,Estructuras metálicas / silos,Agro / acopio / planta,0358 4628525,OK,tel:+543584628525,tel:+543584628525,jefe de obra / logística,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Uno de los mejores encajes; pedir despacho/montaje.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.151690,-64.357888",elcolonosa.com.ar / Facebook,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-071,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Da Ros Premoldeados,Premoldeados de hormigón / agro e industria,Agro / acopio / planta,+54 358 508-9009,OK,tel:+543585089009,tel:+543585089009,despacho / logística,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Premoldeados con productos agro e industriales y envío propio; PRESOL puede ofrecer refuerzo o traslados especiales.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Da+Ros+Premoldeados+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Web propia Da Ros Premoldeados,https://www.darospremoldeados.com.ar,"Sitio propio informa 100 años, productos agro/industria, envío propio, teléfono y dirección.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-072,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Dexco Constructora,Constructora local,Obra / constructora,0358 4640139 / 0358 154869634,OK,tel:+543584640139,tel:+543584640139 | tel:+5493584869634,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Tiene obras activas; pedir compras/operaciones.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.112715,-64.369622",constructoradexco.com/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-073,Pendiente,Río Cuarto / RN36 sur,Río Cuarto / Holmberg / General Cabrera,Río Cuarto,A,100,INCISA S.A. — División Hormigones,Hormigón elaborado / plantas y bombeo,Hormigón / áridos / premoldeados,3584 38 9870,OK,tel:+543584389870,tel:+543584389870,planta / mantenimiento / logística,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Dos plantas estratégicas y planta móvil; puede requerir traslados de equipos, bombas y apoyo en obras.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=INCISA+S.A.+%E2%80%94+Divisi%C3%B3n+Hormigones+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Web propia INCISA,https://incisa-sa.com/division-hormigones,"Sitio informa plantas Santa Catalina-Holmberg y General Cabrera, planta móvil, bombeo y teléfono de ventas.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-074,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,75,Luciano S.A.,Obra vial / UTE,Obra / constructora,A relevar,A relevar,,,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Oferente/contratista; buscar obrador primero.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.111000,-64.329000",Construar / licitaciones,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-075,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Marinelli S.A.,Áridos / hormigón / obras,Obra / constructora,0358 4647058,OK,tel:+543584647058,tel:+543584647058,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Tiene cantera y flota; ofrecer respaldo/picos/traslados especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.102771,-64.336058",marinellisa.store,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-076,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Paolini Hnos S.A.,Obra vial / constructora nacional,Obra / constructora,011 48779600,OK,tel:+541148779600,tel:+541148779600,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Teléfono central; mejor entrar por obrador local.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.114000,-64.331000",paolini.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-077,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Soardo Construcciones,Constructora local,Obra / constructora,0358 4166315,OK,tel:+543584166315,tel:+543584166315,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Pedir responsable de obra; cotizar un próximo traslado.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.119000,-64.351000",soardoconstrucciones.site,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-083,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Agrorio Maquinarias,Maquinaria agrícola,Industria / mantenimiento,03586 093110,OK,tel:+543586093110,tel:+543586093110,responsable de acopio / mantenimiento,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Ofrecer PRESOL como transportista regional confiable.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.125500,-64.382000",Facebook AgroRío,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,,Alta,
PRESOL-084,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,50,CARMIX S.R.L.,Premoldeados / pisos industriales / pavimento / silos,Agro / acopio / planta,A relevar,A relevar,,,despacho / obra,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Premoldeados, pisos industriales, pavimento y silos: potencial movimiento de piezas/equipos.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=CARMIX+S.R.L.+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Guía de Río Cuarto / resultado de búsqueda,https://guia.deriocuarto.ar/carmix-srl-dd2328.html,"Resultado público describe premoldeados de hormigón, pisos industriales, pavimento, cordón cuneta y silos.",Media,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Media,
PRESOL-085,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Capello S.A.,Constructora / corralón,Obra / constructora,0358 4645929,OK,tel:+543584645929,tel:+543584645929,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Vender apoyo logístico para obras y compras pesadas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.121500,-64.350500",guia.deriocuarto.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-086,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Cotagro — Río Cuarto,Agro / fertilizantes / acopio,Agro / acopio / planta,0358 4933333,OK,tel:+543584933333,tel:+543584933333,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Punto dentro de red Cotagro; usar puerta Alcira si funciona.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.118000,-64.322000",cotagroweb.com.ar/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio | planta agroindustrial,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-087,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Fontezuela Cereales,Acopio / cereales,Agro / acopio / planta,02477 497135/37,OK,tel:+542477497135,tel:+542477497135,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Consultar frecuencia de movimientos especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.123200,-64.345300",fontezuelacereales.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra."
PRESOL-135,Pendiente,Tancacha / RP6,Tancacha / Tucumán,Tancacha,A,96,A&F Implementos Agrícolas,Implementos agrícolas / repuestos / fabricación metalúrgica,Maquinaria agrícola / metalmecánica,+54 3571 57 6545,OK,tel:+543571576545,tel:+543571576545,producción / despacho / dueño,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.","Fabricación y venta de repuestos/implementos agrícolas; buen encaje para plataforma, percha pallets y piezas.","Llamar a producción/despacho y ofrecer transporte de implementos, repuestos palletizados y cargas especiales.",Confirmar calendario de despachos y si mueve implementos completos.,https://www.google.com/maps/search/?api=1&query=A%26F+Implementos+Agr%C3%ADcolas+Tancacha+C%C3%B3rdoba+Argentina,Web propia A&F,https://implementosayf.com.ar,"Sitio propio: Tucumán 745, Tancacha; +54 3571 57 6545; fabricación de implementos agrícolas y repuestos.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Muy alta,
PRESOL-136,Pendiente,Tancacha / RP6,Tancacha / Ruta Prov. 6,Tancacha,B,81,Imegen,Metalúrgica / equipos industriales / soluciones tecnológicas para industria,Maquinaria agrícola / metalmecánica,+54 3571 460242,OK,tel:+543571460242,tel:+543571460242,producción / despacho,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.","Metalúrgica con equipos industriales; potencial de traslado de equipos, pallets, piezas y apoyo de hidrogrúa.",Contactar producción/despacho y preguntar por entregas de equipos o retiros de materia prima.,Validar necesidad real de transporte externo.,https://www.google.com/maps/search/?api=1&query=Imegen+Tancacha+C%C3%B3rdoba+Argentina,Maquinac,https://maquinac.com/empresas/imegen,"Maquinac: Ruta Prov. 6 Km 27, Tancacha; +54 3571 460242; equipos industriales.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,
PRESOL-124,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / Ruta E79,Villa Ascasubi,A,99,Costa del Río SRL,Cantera / áridos lavados / fertilizantes / feedlot,Agro / acopio / cooperativa,+54 9 3571 363338,OK,tel:+5493571363338,tel:+5493571363338,cantera / despacho / logística,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Cantera de áridos lavados y clasificados en Villa Ascasubi; encaje directo para transporte de áridos/materiales.,"Llamar a despacho/cantera y ofrecer transporte de áridos, bolsones/pallets y apoyo de hidrogrúa si requiere.","Confirmar modalidad de carga, tipo de árido y unidad apta antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Costa+del+R%C3%ADo+SRL+Villa+Ascasubi+C%C3%B3rdoba+Argentina,Web propia Costa del Río,https://costadelrio.com/contacto,"Contacto web: WhatsApp 5493571363338; dirección Villa Ascasubi Ruta E79 45; sección cantera lista arena, canto rodado, ripio y 0-20.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,áridos/construcción/premoldeados | planta agroindustrial,Sí,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-126,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / tránsito pesado,Villa Ascasubi,B,77,Construir Villa Ascasubi,Corralón / materiales construcción / tránsito pesado,Hormigón / áridos / premoldeados,3571 577272,VER,tel:+543571577272,tel:+543571577272,dueño / compras / logística,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Corralón sobre tránsito pesado; potencial de pallets, bolsones, áridos, materiales y entregas a obra.",Verificar teléfono y preguntar si tercerizan fletes de pallets/bolsones/áridos o entregas de obra.,Confirmar teléfono alternativo y frecuencia de fletes pesados.,https://www.google.com/maps/search/?api=1&query=Construir+Villa+Ascasubi+Villa+Ascasubi+C%C3%B3rdoba+Argentina,Instagram público Construir Villa Ascasubi,https://www.instagram.com/construir.va,"Perfil público: Materiales de Construcción; Pueyrredón esq. Dr. Tomás Garzón, Villa Ascasubi; teléfono 3571577272.",Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Media,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
