ID,Estado de contacto,Corredor,Microzona,Ciudad,Clase,Puntaje operativo,Empresa,Sector,Segmento comercial,Teléfonos,Calidad del teléfono,Teléfono principal (tel:),Links telefónicos,Preguntar por,Necesidad probable,Oferta PRESOL,Gancho comercial,Acción sugerida,Dato pendiente,Google Maps,Fuente,URL fuente,Evidencia,Calidad del dato,Origen del registro,Resultado,Fecha de visita,Próximo paso,Notas de campo,Servicios PRESOL a ofrecer,Rubro foco enriquecimiento,Ciudad foco solicitada,Prioridad visita sugerida,Observación servicio nuevo,Fuente unificación,Notas de unificación
RC-016,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Fontezuela Cereales,Acopio / cereales,Agro / acopio / planta,02477 497135/37,OK,tel:+542477497135,tel:+542477497135,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Consultar frecuencia de movimientos especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.123200,-64.345300",fontezuelacereales.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-017,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,50,CARMIX S.R.L.,Premoldeados / pisos industriales / pavimento / silos,Agro / acopio / planta,A relevar,A relevar,,,despacho / obra,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.",Transporte de repuestos/equipos/silos/implementos + coordinación de retiro y descarga.,"Premoldeados, pisos industriales, pavimento y silos: potencial movimiento de piezas/equipos.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=CARMIX+S.R.L.+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Guía de Río Cuarto / resultado de búsqueda,https://guia.deriocuarto.ar/carmix-srl-dd2328.html,"Resultado público describe premoldeados de hormigón, pisos industriales, pavimento, cordón cuneta y silos.",Media,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,áridos/construcción/premoldeados,,Media,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VA-001,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / Ruta E79,Villa Ascasubi,A,99,Costa del Río SRL,Cantera / áridos lavados / fertilizantes / feedlot,Agro / acopio / cooperativa,+54 9 3571 363338,OK,tel:+5493571363338,tel:+5493571363338,cantera / despacho / logística,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Cantera de áridos lavados y clasificados en Villa Ascasubi; encaje directo para transporte de áridos/materiales.,"Llamar a despacho/cantera y ofrecer transporte de áridos, bolsones/pallets y apoyo de hidrogrúa si requiere.","Confirmar modalidad de carga, tipo de árido y unidad apta antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Costa+del+R%C3%ADo+SRL+Villa+Ascasubi+C%C3%B3rdoba+Argentina,Web propia Costa del Río,https://costadelrio.com/contacto,"Contacto web: WhatsApp 5493571363338; dirección Villa Ascasubi Ruta E79 45; sección cantera lista arena, canto rodado, ripio y 0-20.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,áridos/construcción/premoldeados | planta agroindustrial,Sí,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",Hermes único,Alta única desde base Hermes; no estaba en el Excel GPT adjunto. | ID fuente: PRESOL-124
VA-002,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / centro,Villa Ascasubi,B,85,Cooperativa de Villa Ascasubi,Cooperativa de servicios públicos / infraestructura local,Obra / constructora,03571 498118 / 3571 520004 guardia,OK,tel:+543571498118,tel:+543571498118 | tel:+543571520004,mantenimiento / administración / obras,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,"Cooperativa local con redes/servicios; oportunidad para barquilla, hidrogrúa y materiales en obras/mantenimiento.",Pedir por mantenimiento/obras y ofrecer barquilla de hidrogrúa para trabajos en altura y movimientos de equipos.,"Validar si contratan terceros para trabajos de red, postes, bombas o mantenimiento.",https://www.google.com/maps/search/?api=1&query=Cooperativa+de+Villa+Ascasubi+Villa+Ascasubi+C%C3%B3rdoba+Argentina,Web propia Cooperativa Villa Ascasubi,https://va.coop.ar/contacto,"Contacto publicado: Libertad 70, Villa Ascasubi; teléfono 03571 498118; guardia 3571 520004.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura | barquilla de hidrogrúa para mantenimiento en altura | hidrogrúa para postes/equipos,cooperativa/acopio,Sí,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra.",Hermes único,Alta única desde base Hermes; no estaba en el Excel GPT adjunto. | ID fuente: PRESOL-125
VA-003,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / tránsito pesado,Villa Ascasubi,B,77,Construir Villa Ascasubi,Corralón / materiales construcción / tránsito pesado,Hormigón / áridos / premoldeados,3571 577272,VER,tel:+543571577272,tel:+543571577272,dueño / compras / logística,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Corralón sobre tránsito pesado; potencial de pallets, bolsones, áridos, materiales y entregas a obra.",Verificar teléfono y preguntar si tercerizan fletes de pallets/bolsones/áridos o entregas de obra.,Confirmar teléfono alternativo y frecuencia de fletes pesados.,https://www.google.com/maps/search/?api=1&query=Construir+Villa+Ascasubi+Villa+Ascasubi+C%C3%B3rdoba+Argentina,Instagram público Construir Villa Ascasubi,https://www.instagram.com/construir.va,"Perfil público: Materiales de Construcción; Pueyrredón esq. Dr. Tomás Garzón, Villa Ascasubi; teléfono 3571577272.",Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Media,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.",Hermes único,Alta única desde base Hermes; no estaba en el Excel GPT adjunto. | ID fuente: PRESOL-126
VA-004,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / ruta E79,Villa Ascasubi,B,73,La Vencedora — Sucursal Villa Ascasubi,Cooperativa agropecuaria / cereales y combustible,Agro / acopio / cooperativa,A relevar,A relevar,,,acopio / encargado de sucursal,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Sucursal agro/cooperativa en Villa Ascasubi: cereales, combustible e insumos generan oportunidades de pallets y equipos.",Usar contacto central de La Vencedora o relevar en campo el responsable de sucursal.,Relevar teléfono directo de sucursal y responsable operativo.,https://www.google.com/maps/search/?api=1&query=La+Vencedora+%E2%80%94+Sucursal+Villa+Ascasubi+Villa+Ascasubi+C%C3%B3rdoba+Argentina,El Manisero / nota pública,https://elmanisero.com.ar/contenido/5464/la-vencedora-abrio-una-sucursal-en-villa-ascasubi,"Resultado público informa apertura de sucursal en Provincial E79 Km 43.2, Villa Ascasubi; cereales y combustible.",Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Media,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",Hermes único,Alta única desde base Hermes; no estaba en el Excel GPT adjunto. | ID fuente: PRESOL-127
ALM-001,Pendiente,Villa María / RP6,Almafuerte,Almafuerte,B,75,Cooperativa Agropecuaria Almafuerte,Acopio / semillas / agroinsumos,Agro / acopio / planta,03571 471182,OK,tel:+543571471182,tel:+543571471182,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",100.000 tn acopiadas; preguntar ampliaciones/mantenimiento.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.192000,-64.255000",essapp.coop / Coop. Almafuerte,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio | planta agroindustrial,,Alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
HER-001,Pendiente,Villa María / RP6,Hernando,Hernando,A,100,Cooperativa Agrícola La Vencedora,Acopio / agroinsumos / combustible,Agro / acopio / planta,0353 4847133,OK,tel:+543534847133,tel:+543534847133,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Planta nueva 24.000 tn; pedir gerente Ariel Ferreyra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.426000,-63.733000",Facebook / LinkedIn La Vencedora | Agroverdad / La Vencedora,https://agroverdad.com.ar/2024/03/la-nueva-planta-de-acopio-de-la-vencedora-obtuvo-certificacion-ambiental-de-la-provincia,"Registro curado en documento de dirección PRESOL 2026-09. | Nueva planta de acopio de 24.000 toneladas en predio de 14 ha sobre Ruta 6 km 56; instalaciones para fertilizantes, agroinsumos, combustibles y playa de operaciones.",Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio | planta agroindustrial,Sí,Muy alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
HER-002,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,A,100,DELCRE Construcciones SRL,Construcción / hormigón,Obra / constructora,0353 4961086,OK,tel:+543534961086,tel:+543534961086,jefe de obra / operaciones,"Traslado de maquinaria, módulos de obrador, estructuras y equipos entre depósitos y frentes de obra.",Transporte especial de equipos/obrador + plataforma 20 tn + apoyo de hidrogrúa según maniobra + seguro/GPS.,"Constructora y fábrica de hormigón sobre RP6; alto encaje para movimiento de maquinaria, moldes y equipos de obra.","Llamada prioritaria; pedir próximo traslado concreto y, si hay encaje, coordinar visita.","Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=DELCRE+Construcciones+SRL+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=DELCRE+CONSTRUCCIONES+SRL+Hernando+C%C3%B3rdoba+Argentina,"Constructora y fábrica de hormigón sobre RP6; alto encaje para movimiento de maquinaria, moldes y equipos de obra.",Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto,
HER-003,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,A,100,NEUF Agricole,"Tolvas, acoplados, contenedores y equipos especiales",Industria / mantenimiento,+54 9 353 4846256 / +54 353 4960391,OK,tel:+5493534846256,tel:+5493534846256 | tel:+543534960391,logística / despacho / postventa,"Traslado de maquinaria, implementos, equipos terminados y componentes de gran porte entre planta, cliente, obra o feria.",Plataforma 20 tn + malacate/hidrogrúa según maniobra + seguro de carga + trazabilidad GPS.,"Metalúrgica de Hernando; fabrica tolvas autodescargables, acoplados, contenedores y porta-contenedores.","Llamada prioritaria; pedir próximo traslado concreto y, si hay encaje, coordinar visita.","Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=NEUF+Agricole+Hernando+C%C3%B3rdoba+Argentina,AFAMAC | Maquinac,https://afamac.com.ar/catalogo/asociados-afamac/neuf/ | https://maquinac.com/empresas/neuf-agricole,"Metalúrgica de Hernando; fabrica tolvas autodescargables, acoplados, contenedores y porta-contenedores. | Maquinac: Bv. Moreno 1240, Hernando; +54 353 4960391; fabrica tolvas, equipos para construcción y desarrollos especiales.",Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
HER-004,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,A,85,AGD - Acopio Hernando,Acopio de granos,Agro / acopio / planta,0353 4960609,OK,tel:+543534960609,tel:+543534960609,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos e implementos con plataforma e hidrogrúa según necesidad.","Planta de acopio en Hernando; potencial movimiento de equipos, repuestos, silos y cargas especiales.","Llamada prioritaria; pedir próximo traslado concreto y, si hay encaje, coordinar visita.","Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=AGD+-+Acopio+Hernando+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=AGD+Acopio+Hernando+Hernando+C%C3%B3rdoba+Argentina,"Planta de acopio en Hernando; potencial movimiento de equipos, repuestos, silos y cargas especiales.",Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Muy alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar.",GPT adjunto,
HER-005,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,A,85,AGRO ARG S.R.L. Planta de Maní,Planta procesadora de maní,Agro / acopio / planta,+54 9 353 6575171,OK,tel:+5493536575171,tel:+5493536575171,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos e implementos con plataforma e hidrogrúa según necesidad.",Planta industrial de maní en Hernando con contacto público.,"Llamada prioritaria; pedir próximo traslado concreto y, si hay encaje, coordinar visita.","Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=AGRO+ARG+S.R.L.+Planta+de+Man%C3%AD+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=AGRO+ARG+SRL+Planta+de+Mani+Hernando+C%C3%B3rdoba+Argentina,Planta industrial de maní en Hernando con contacto público.,Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,cooperativa/acopio,Sí,Muy alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar.",GPT adjunto,
HER-006,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,A,85,MULTITRAC S.A.S Agromaquinarias,Concesionario de tractores / maquinaria agrícola,Industria / mantenimiento,0353 4125716,OK,tel:+543534125716,tel:+543534125716,logística / entregas / postventa,"Traslado de maquinaria agrícola o vial entre sucursal, cliente, taller, campo y eventos.","Traslado de maquinaria en plataforma 20 tn, coordinación de retiro/entrega y apoyo de hidrogrúa si corresponde.","Concesionario de tractores y maquinaria; potencial traslado a clientes, talleres y eventos.","Llamada prioritaria; pedir próximo traslado concreto y, si hay encaje, coordinar visita.","Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=MULTITRAC+S.A.S+Agromaquinarias+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=MULTITRAC+SAS+agromaquinarias+Hernando+C%C3%B3rdoba+Argentina,"Concesionario de tractores y maquinaria; potencial traslado a clientes, talleres y eventos.",Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Muy alta,,GPT adjunto,
HER-007,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,A,85,Servagrop - Especialistas en Maní,Agroindustria / maní / servicios agrícolas,Agro / acopio / planta,0353 4960348,OK,tel:+543534960348,tel:+543534960348,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos e implementos con plataforma e hidrogrúa según necesidad.",Operador agroindustrial de alta actividad en RP10; volumen y maquinaria asociados al negocio del maní.,"Llamada prioritaria; pedir próximo traslado concreto y, si hay encaje, coordinar visita.","Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Servagrop+-+Especialistas+en+Man%C3%AD+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=Servagrop+Especialistas+en+Mani+Hernando+C%C3%B3rdoba+Argentina,Operador agroindustrial de alta actividad en RP10; volumen y maquinaria asociados al negocio del maní.,Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,cooperativa/acopio,Sí,Muy alta,"Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto,
HER-008,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,B,81,Plegados Hernando S.A.,Plegado y trabajos metalúrgicos,Metalmecánica / despacho,0353 4962200 / +54 353 4962200,OK,tel:+543534962200,tel:+543534962200,despacho / producción,"Despacho de estructuras, piezas, equipos y conjuntos metalmecánicos de gran porte hacia obras o clientes.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS + apoyo de hidrogrúa según maniobra.,Taller metalúrgico local con teléfono público.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Plegados+Hernando+S.A.+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública | Metalmecánica.com,https://www.google.com/maps/search/?api=1&query=Plegados+Hernando+SA+Hernando+C%C3%B3rdoba+Argentina | https://www.metalmecanica.com/argentina/hernando/fabricantes/plegados-hernando-s-a,"Taller metalúrgico local con teléfono público. | Ficha pública: Blvd. Moreno 823, Hernando; tel +54353496-2200; cortes, plegados, rolados y piezas para agro/industria.",Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: HER-012
HER-009,Pendiente,Villa María / RP6,Hernando,Hernando,B,75,Agrohernando,Acopio / granos / insumos,Agro / acopio / planta,0353 4960418,OK,tel:+543534960418,tel:+543534960418,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Empresa familiar 20 años; pedir responsable de operaciones.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.428000,-63.730000",agrohernando.com.ar | Web propia Agrohernando,https://www.agrohernando.com.ar,"Registro curado en documento de dirección PRESOL 2026-09. | Sitio propio: Bv. Moreno 935, Hernando; acopio 16.000 tn, depósito de agroquímicos, transporte y capacidad de recepción/entrega de fertilizantes.",Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
HER-010,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,B,75,Agrícola José Verra S.A.,Servicio y maquinaria agrícola,Industria / mantenimiento,03532 415543,VER,tel:+543532415543,tel:+543532415543,logística / entregas / postventa,"Traslado de maquinaria agrícola o vial entre sucursal, cliente, taller, campo y eventos.","Traslado de maquinaria en plataforma 20 tn, coordinación de retiro/entrega y apoyo de hidrogrúa si corresponde.",Operador agrícola sobre RP10; figura en red de servicios del sector y en ficha pública local.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Agr%C3%ADcola+Jos%C3%A9+Verra+S.A.+Hernando+C%C3%B3rdoba+Argentina,Google Maps / red Piersanti,https://www.google.com/maps/search/?api=1&query=Agricola+Jose+Verra+SA+Hernando+C%C3%B3rdoba+Argentina,Operador agrícola sobre RP10; figura en red de servicios del sector y en ficha pública local.,Media,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Alta,,GPT adjunto,ID fuente: HER-008
HER-011,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,B,75,Cismondi Construcciones,Construcción,Obra / constructora,03536 579486,OK,tel:+543536579486,tel:+543536579486,jefe de obra / operaciones,"Traslado de maquinaria, módulos de obrador, estructuras y equipos entre depósitos y frentes de obra.",Transporte especial de equipos/obrador + plataforma 20 tn + apoyo de hidrogrúa según maniobra + seguro/GPS.,Constructora local con teléfono público; validar obras activas y movimientos entre frentes.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Cismondi+Construcciones+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=Cismondi+Construcciones+Hernando+C%C3%B3rdoba+Argentina,Constructora local con teléfono público; validar obras activas y movimientos entre frentes.,Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Alta,,GPT adjunto,ID fuente: HER-010
HER-012,Pendiente,Villa María / RP6,Hernando,Hernando,B,75,Industria Metal-Her,Implementos agrícolas / tolvas,Industria / mantenimiento,0353 156568385 / 0353 4846509,OK,tel:+5493536568385,tel:+5493536568385 | tel:+543534846509,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Muy buen encaje para entregas a clientes y ferias.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.424000,-63.737000",Facebook Industria Metal-Her,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,fabricante/servicio maquinaria agrícola,Sí,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: HER-011
HER-013,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,B,75,TOTI CONTI - Máquinas Agrícolas,Maquinaria agrícola,Industria / mantenimiento,0353 4846557,OK,tel:+543534846557,tel:+543534846557,logística / entregas / postventa,"Traslado de maquinaria agrícola o vial entre sucursal, cliente, taller, campo y eventos.","Traslado de maquinaria en plataforma 20 tn, coordinación de retiro/entrega y apoyo de hidrogrúa si corresponde.",Proveedor de equipos agrícolas en Hernando con teléfono público.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=TOTI+CONTI+-+M%C3%A1quinas+Agr%C3%ADcolas+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=TOTI+CONTI+Maquinas+Agricolas+Hernando+C%C3%B3rdoba+Argentina,Proveedor de equipos agrícolas en Hernando con teléfono público.,Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Alta,,GPT adjunto,ID fuente: HER-014
